COD_VAR;LIB_VAR;LIB_VAR_LONG;COD_MOD;LIB_MOD;TYPE_VAR;LONG_VAR
CODGEO;Code gթographique;Code de la zone gթographique;37170;Neuvy-le-Roi;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;37171;Noizay;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;37172;Notre-Dame-d'Oթ;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;37173;Nouans-les-Fontaines;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;37174;Nouբtre;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;37175;Nouzilly;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;37176;Noyant-de-Touraine;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;37177;Orbigny;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;37178;Panzoult;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;37179;Par�_ay-Meslay;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;37180;Par�_ay-sur-Vienne;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;37181;Paulmy;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;37182;Pernay;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;37183;Perrusson;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;37184;Le Petit-Pressigny;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;37185;Pocթ-sur-Cisse;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;37186;Pont-de-Ruan;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;37187;Ports;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;37188;Pouzay;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;37189;Preuilly-sur-Claise;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;37190;Pussigny;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;37191;Razines;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;37192;Reignac-sur-Indre;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;37193;Restignթ;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;37194;Reugny;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;37195;La Riche;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;37196;Richelieu;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;37197;Rigny-Ussթ;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;37198;Rillթ;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;37199;Rilly-sur-Vienne;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;37200;Rivarennes;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;37201;RiviՌre;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;37202;La Roche-Clermault;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;37203;Rochecorbon;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;37204;Rouziers-de-Touraine;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;37205;Sachթ;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;37206;Saint-Antoine-du-Rocher;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;37207;Saint-Aubin-le-Dթpeint;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;37208;Saint-Avertin;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;37210;Saint-Beno��t-la-ForՎt;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;37211;Saint-Branchs;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;37212;Sainte-Catherine-de-Fierbois;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;37213;Saint-Christophe-sur-le-Nais;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;37214;Saint-Cyr-sur-Loire;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;37216;Saint-�_pain;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;37217;Saint-�_tienne-de-Chigny;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;37218;Saint-Flovier;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;37219;Saint-Genouph;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;37220;Saint-Germain-sur-Vienne;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;37221;Saint-Hippolyte;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;37222;Saint-Jean-Saint-Germain;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;37223;Saint-Laurent-de-Lin;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;37224;Saint-Laurent-en-Gբtines;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;37225;Saint-Martin-le-Beau;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;37226;Sainte-Maure-de-Touraine;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;37228;Saint-Nicolas-de-Bourgueil;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;37229;Saint-Nicolas-des-Motets;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;37230;Saint-Ouen-les-Vignes;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;37231;Saint-Paterne-Racan;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;37232;Coteaux-sur-Loire;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;37233;Saint-Pierre-des-Corps;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;37234;Saint-Quentin-sur-Indrois;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;37236;Saint-RՌgle;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;37237;Saint-Roch;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;37238;Saint-Senoch;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;37240;Saunay;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;37241;Savignթ-sur-Lathan;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;37242;Savigny-en-Vթron;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;37243;SavonniՌres;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;37244;Sazilly;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;37245;Semblan�_ay;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;37246;SenneviՌres;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;37247;Sepmes;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;37248;Seuilly;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;37249;Sonzay;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;37250;Sorigny;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;37251;Souvignթ;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;37252;Souvigny-de-Touraine;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;37253;Sublaines;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;37254;Tauxigny-Saint-Bauld;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;37255;Tavant;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;37256;Theneuil;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;37257;Thilouze;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;37258;Thizay;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;37259;Tournon-Saint-Pierre;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;37260;La Tour-Saint-Gelin;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;37261;Tours;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;37262;Trogues;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;37263;Truyes;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;37264;VallՌres;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;37265;Varennes;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;37266;Veignթ;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;37267;Vթretz;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;37268;Verneuil-le-Chբteau;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;37269;Verneuil-sur-Indre;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;37270;Vernou-sur-Brenne;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;37271;Villaines-les-Rochers;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;37272;Villandry;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;37273;La Ville-aux-Dames;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;37274;Villebourg;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;37275;Villed��main;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;37276;Villed��mer;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;37277;Villeloin-Coulangթ;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;37278;Villeperdue;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;37279;Villiers-au-Bouin;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;37280;Vou;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;37281;Vouvray;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;37282;Yzeures-sur-Creuse;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;38001;Les Abrets en Dauphinթ;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;38002;Les Adrets;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;38003;Agnin;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;38004;L'Albenc;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;38005;Allemond;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;38006;Allevard;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;38009;Anjou;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;38010;Annoisin-Chatelans;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;38011;Anthon;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;38012;Aoste;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;38013;Apprieu;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;38015;Artas;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;38017;Assieu;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;38018;Auberives-en-Royans;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;38019;Auberives-sur-VarՌze;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;38020;Auris;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;38022;Les AveniՌres Veyrins-Thuellin;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;38023;Avignonet;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;38026;La Balme-les-Grottes;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;38027;Barraux;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;38029;La Bբtie-Montgascon;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;38030;Beaucroissant;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;38032;Beaufort;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;38033;Beaulieu;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;38034;Beaurepaire;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;38035;Beauvoir-de-Marc;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;38037;Bellegarde-Poussieu;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;38038;Belmont;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;38039;Bernin;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;38041;Bessins;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;38042;Bթvenais;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;38043;Bilieu;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;38044;Biol;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;38045;Biviers;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;38046;Bizonnes;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;38047;Blandin;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;38048;Bonnefamille;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;38049;Bossieu;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;38050;Le Bouchage;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;38051;Bougթ-Chambalud;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;38052;Le Bourg-d'Oisans;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;38053;Bourgoin-Jallieu;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;38054;Bouvesse-Quirieu;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;38055;Brangues;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;38057;Bresson;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;38058;Brթzins;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;38059;Briթ-et-Angonnes;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;38060;Brion;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;38061;La Buisse;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;38062;La BuissiՌre;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;38063;Burcin;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;38064;Cessieu;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;38065;Chբbons;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;38066;Chalon;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;38067;Chamagnieu;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;38068;Champagnier;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;38069;Champier;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;38070;Le Champ-prՌs-Froges;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;38071;Champ-sur-Drac;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;38072;Chanas;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;38073;Chantepթrier;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;38074;Chantesse;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;38075;Chapareillan;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;38076;La Chapelle-de-la-Tour;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;38077;La Chapelle-de-Surieu;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;38078;La Chapelle-du-Bard;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;38080;Charancieu;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;38081;Charantonnay;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;38082;Charavines;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;38083;Charette;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;38084;CharnՌcles;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;38085;Charvieu-Chavagneux;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;38086;Chasselay;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;38087;Chasse-sur-Rh��ne;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;38089;Chassignieu;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;38090;Chբteau-Bernard;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;38091;Chբteauvilain;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;38093;Chբtenay;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;38094;Chբtonnay;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;38095;Chatte;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;38097;Chavanoz;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;38098;Chթlieu;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;38099;ChevriՌres;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;38100;Le Cheylas;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;38101;Cheyssieu;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;38102;ChՌzeneuve;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;38103;Chichilianne;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;38104;Chimilin;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;38105;Chirens;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;38106;Cholonge;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;38107;Chonas-l'Amballan;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;38108;Choranche;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;38109;Chozeau;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;38110;Chuzelles;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;38111;Claix;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;38113;Clelles;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;38114;Clonas-sur-VarՌze;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;38115;Saint-Martin-de-la-Cluze;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;38117;Cognin-les-Gorges;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;38118;Colombe;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;38120;La Combe-de-Lancey;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;38124;Corbelin;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;38126;Corenc;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;38127;Cornillon-en-TriՌves;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;38128;Corps;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;38129;Corren�_on-en-Vercors;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;38130;La C��te-Saint-Andrթ;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;38131;Les C��tes-d'Arey;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;38133;Coublevie;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;38134;Cour-et-Buis;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;38135;Courtenay;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;38136;Crachier;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;38137;Cras;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;38138;Crթmieu;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;38139;Creys-Mթpieu;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;38140;Crolles;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;38141;Culin;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;38144;Diթmoz;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;38146;Dizimieu;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;38147;Doissin;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;38148;Dolomieu;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;38149;Domarin;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;38150;DomՌne;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;38151;�_chirolles;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;38152;Eclose-BadiniՌres;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;38153;Engins;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;38154;Entraigues;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;38155;Entre-deux-Guiers;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;38156;Les �_parres;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;38157;Estrablin;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;38158;Eybens;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;38159;Eydoche;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;38160;Eyzin-Pinet;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;38161;Faramans;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;38162;Faverges-de-la-Tour;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;38163;Le Haut-Brթda;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;38166;La FlachՌre;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;38167;FlachՌres;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;38169;Fontaine;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;38170;Fontanil-Cornillon;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;38171;La Forteresse;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;38172;Four;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;38173;Le Freney-d'Oisans;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;38174;La Frette;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;38175;Froges;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;38176;Frontonas;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;38179;GiՌres;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;38180;Gillonnay;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;38181;Goncelin;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;38182;Le Grand-Lemps;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;38183;Granieu;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;38184;Grenay;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;38185;Grenoble;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;38186;Gresse-en-Vercors;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;38187;Le Gua;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;38188;Herbeys;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;38189;Heyrieux;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;38190;HiՌres-sur-Amby;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;38191;Huez;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;38192;HurtiՌres;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;38193;L'Isle-d'Abeau;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;38194;Izeaux;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;38195;Izeron;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;38197;Janneyrias;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;38198;Jarcieu;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;38199;Jardin;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;38200;Jarrie;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;38203;Laffrey;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;38204;Lalley;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;38205;Lans-en-Vercors;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;38206;Laval;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;38207;Lavaldens;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;38208;Lavars;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;38209;Lentiol;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;38210;Leyrieu;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;38211;Lieudieu;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;38212;Livet-et-Gavet;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;38213;Longechenal;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;38214;Lumbin;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;38215;Luzinay;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;38218;Marcilloles;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;38219;Marcollin;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;38221;Marnans;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;38222;Massieu;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;38223;Maubec;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;38225;Autrans-Mթaudre en Vercors;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;38226;Mens;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;38228;Merlas;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;38229;Meylan;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;38230;Meyriթ;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;38231;Meyrieu-les-�_tangs;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;38232;Meyssiez;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;38235;Miribel-Lanchբtre;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;38236;Miribel-les-�_chelles;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;38237;MizoՉn;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;38238;Moidieu-Dթtourbe;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;38239;Moirans;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;38240;Moissieu-sur-Dolon;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;38242;Monestier-de-Clermont;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;38243;Le Monestier-du-Percy;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;38244;Monsteroux-Milieu;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;38245;Montagne;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;38246;Montagnieu;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;38247;Montalieu-Vercieu;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;38248;Montaud;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;38249;Montbonnot-Saint-Martin;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;38250;Montcarra;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;38252;Montchaboud;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;38253;Les Deux Alpes;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;38254;Monteynard;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;38255;Montfalcon;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;38256;Montferrat;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;38257;Montrevel;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;38259;Montseveroux;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;38260;Moras;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;38261;Morestel;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;38263;Morette;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;38264;La Morte;CHAR;5
CODGEO;Code gթographique;Code de la zone gթographique;38265;La Motte-d'Aveillans;CHAR;5
